APRIL 14|Saint Euthymius the Wonderworker.|0
APRIL 14|The Holy Martyrs Anthony, John, and Eustathius of Vilna in Lithuania.|0
APRIL 15|The Holy Martyr Crescens of Myra in Lycia.|1
APRIL 15|The Holy Women Martyrs Basilissa and Anastasia of Rome, disciples of the Holy Apostles Peter and Paul.|0
APRIL 15|Our Father among the Saints Leonidas, Bishop of Athens.|0
APRIL 15|The Holy Martyrs Theodore the Presbyter and Pausolipius.|0
APRIL 15|The Holy Martyr Sukhi of Iberia and his soldiers: Andrew, Anastasius, Thalleleus, Theodoretus, Eucherion, Jordom, Quadratius, Lucian, Memnenus, Nerantius, Polyeuctus, James, Phecas, Dometian, Victor, and Zosimas.|0
APRIL 15|Our righteous Father Ruadan, Abbot of Lothra in Tipperary in Ireland.|0
APRIL 15|Saint Mstislav, Great Prince of Kiev, who in Holy Baptism was renamed Theodore.|0
APRIL 16|The Holy Women Martyrs Agape, Irene, and Chionia of Thessalonica.|1
APRIL 16|The Holy Martyrs Felix the Bishop of Thibiuca in Mrica, Januarius the Presbyter, Fortunatus, and Septiminus.|0
APRIL 16|The Holy Martyrs Leonides, Charissa, Nike, Galina,Callis, Nunechia, Basilissa, and Theodora of Corinth.|0
APRIL 16|The Holy Martyr Irene of Corinth.|0
APRIL 16|The Holy New Martyr Michael of Vourlae.|0
APRIL 16|The Holy Virgin Martyr Encratis, and the Holy 18 Martyrs of Saragossa: Lupercus, Optatus, Successus, Martial, Urban, Julia, Quintilian, Publius, Fronto, Felix, Cecilianus, Eventius, Primitivus, Apodemius, and four named Saturninus.|0
APRIL 16|Our righteous MotherTheodora ofNizhny Novgorod.|0
APRIL 17|The Holy Hieromartyr Symeon, Bishop of Seleucia and Ctesiphon in Persia, and those with him: Abdechalas the Presbyter, Gothazat, Fusik, and another 1500.|1
APRIL 17|The Holy Martyr Adrian.|0
APRIL 17|Our Father among the Saints Agapetus, Pope of Rome.|0
APRIL 17|Our Father among the Saints Macarius, Archbishop of Corinth.|0
APRIL 17|The Holy Righteous Martyrs Donnan and 52 Monks with him on Eigg Island in the Inner Hebrides.|0
APRIL 17|The Holy Martyrs Elias the Priest and Paul and Isidore the Monks of Cordova.|0
APRIL 17|Our righteous Father Alexander of Svir, the recovery of whose Holy relics we commemorate.|0
APRIL 17|Our righteous Father Zosimas of Solovki.|0
APRIL 18|Our righteous Father John, disciple of Saint Gregory of Decapolis.|1
APRIL 18|The Holy Martyr Sabbas the Commander, the Goth.|0
APRIL 18|Our Father among the Saints Cosmas, Bishop of Chalcedon.|0
APRIL 18|Our righteous Mother Athanasia the Wonderworker of Aegina.|0
APRIL 18|The Holy New Martyr John ofloannina.|0
APRIL 18|The Holy New Martyr John Kulikas.|0
APRIL 18|The Holy Martyr Apollonius the Apologist of Rome.|0
APRIL 18|Saint Acacius the renowned Wonderworker, Bishop of Melitene.|0
APRIL 18|The Holy Hieromartyr Perfectus of Cordova.|0
APRIL 18|Our righteous Father Basil Ratishvili of Georgia.|0
APRIL 18|Our righteous Fathers Anthony, Euthymius, and Felix of Karelia.|0
APRIL 18|The Holy New Hieromartyr Seraphim of Gondatievka.|0
APRIL 19|The Holy Hieromartyr Paphnutius.|1
APRIL 19|The Holy Martyrs Theodore of Perga in Pamphylia, his mother Philippa, and Socrates and Dionysius.|0
APRIL 19|Our righteous Father George the Confessor, Bishop of Pisidia.|0
APRIL 19|Our Father among the Saints Trypho, Archbishop of Constantinople.|0
APRIL 19|The Holy New Righteous Martyr Agathangelus of Esphigmenou Monastery.|0
APRIL 19|Our righteous Father Symeon, Abbot of Philotheou Monastery on Mount Athos and Founder of the Monasteryof the Holy Trinity on Mount Phlamurion.|0
APRIL 19|Saint Joachim of Opochka, the recovery of whose Holy relics we commemorate.|0
APRIL 19|The Holy New Hieromartyr Victor, Bishop of Glazov.|0
APRIL 20|Our righteous FatherTheodore of the Hair-shirt.|1
APRIL 20|The Holy Martyrs Victor, Zoticus, Zeno, Acindynus, Caesarius, Severian, Christopher, Theonas, and Antoninus, who confessed Christ when they saw the miracles of Saint George the Great Martyr.|0
APRIL 20|Our righteous Father John of the Ancient Lavra of Saint Chariton in Palestine.|0
APRIL 20|Saints Anastasius the First and Gregory, Patriarchs of Antioch.|0
APRIL 20|The Holy Hieromartyr Anastasius the Second, Patriarch of Antioch.|0
APRIL 20|The Holy Apostle Zacchaeus, former Chief Publican of Jericho and First Bishop of Caesarea in Palestine.|0
APRIL 20|Our righteous Fathers Athanasius, Founder of the Monastery of Meteora, and Joasaph his fellow ascetic.|0
APRIL 20|The Holy Confessor Marcellinus, First Bishop of Embrun in Gaul, and his fellow labourers Vincent and Domninus.|0
APRIL 20|Saints Betran andTheotimus, Bishops ofLesser Scythia.|0
APRIL 20|Our righteous Father Alexander of Oshevenskaya.|0
APRIL 20|The Holy Child Martyr Gabriel of Slutsk.|0
APRIL 20|The Holy New Hieromartyr Antoninus, Hieromonk of the Moscow-Simonov Monastery.|0
APRIL 21|The Holy Hieromartyr Januarius, Bishop of Benevento; Proculus, Sosius, and Faustus, the Deacons; Desiderius the Reader; and Eutychius and Acutius.|1
APRIL 21|The Holy Martyr Alexandra the Queen, who believed in Christ through Saint George.|0
APRIL 21|The Holy Martyrs Apollo, Isaacius, and Quadratus, servants of Saint Alexandra.|0
APRIL 21|Our Father among the Saints Maximian, Patriarch of Constantinople.|0
APRIL 21|Our righteous Father Anastasi us of Sinai.|0
APRIL 21|Saint Niphon, Bishop ofNovgorod.|0
APRIL 22|Our righteous Father Theodore of Sykeon, Bishop of Anastasiopolis, worker of signs and wonders.|1
APRIL 22|The Holy Martyr Nearchus.|0
APRIL 22|The Holy Apostle Nathanael, that is, Simon the Zealot, whose coming to know Christ we commemorate.|0
APRIL 22|The Holy Martyr Epipodius of Lyons.|0
APRIL 22|Saint Vsevolod, Great Prince of Pskov, the recovery of whose Holy relics we commemorate.|0
APRIL 23|The Holy and glorious Great Martyr George the Trophybearer.|1
APRIL 23|The Holy Martyrs Valerius; Anatolius and Proto leon the Commanders; Athanasius the former magician; and Glycerius the husbandman; who believed in Christ through Saint George.|0
APRIL 23|The Holy Martyrs Donatus and Therinus.|0
APRIL 23|The Holy New Martyr George of Ptolemais.|0
APRIL 23|The Holy New Great Martyr Lazarus the Bulgarian, who was hanged in Pergamum.|0
APRIL 23|The Holy Hieromartyrs Felix the Priest and Fortunatus and Achilleus the Deacons, in Gaul.|0
APRIL 23|The blessed George, the Fool for Christ's sake of Shenkursk.|0
APRIL 23|The Holy Hieromartyr Plato, Metropolitan of Chios, his deacon Macarius, and the 70 foremost citizens of Chios, who were hanged by the Turks in the Upper Shambles in the year 1822.|0
APRIL 24|Our righteous Mother Elizabeth the Wonderworker of Constantinople.|1
APRIL 24|The Holy Martyr Sabbas the Commander, the Goth, and the 70 Martyred Soldiers that believed through him.|0
APRIL 24|The Holy Martyrs Pasicrates and Valention of Dorostolum.|0
APRIL 24|The Holy Martyrs Eusebius, Neon, Leontius, Longinus, and another four, who believed in Christ through Saint George.|0
APRIL 24|The Holy New Martyr Ducas the Tailor, of Mytilene, who was flayed alive in Constantinople.|0
APRIL 24|The Holy New Martyr Nicholas of Magnesia.|0
APRIL 24|The Holy Martyr Alexander of Lyons.|0
APRIL 24|Saint Thomas of Syria, the Fool for Christ's sake.|0
APRIL 24|Our righteous Fathers Sabbas and Alexis the Recluse of the Kiev Caves.|0
APRIL 24|Saints Elias Iorest and Sabbas Brancovichi, Metropolitans of Ardeal, Confessors against the Calvinists.|0
APRIL 24|Saint Joseph the Confessor, Bishop of Maramures in Romania.|0
APRIL 24|The Holy New Righteous Martyrs Eugene of Svir and five monks with him.|0
APRIL 25|The Holy Apostle and Evangelist Mark.|1
APRIL 25|Our Father among the Saints Macedonius, Patriarch of Constantinople.|0
APRIL 25|The Holy Martyr Nike, who believed in Christ through Saint George.|0
APRIL 25|The Holy Eight Righteous Martyrs and Anchorites.|0
APRIL 25|Our righteous Father Sylvester of Obnora.|0
APRIL 26|The Holy Hieromartyr Basileus, Bishop of Amasia.|1
APRIL 26|Saint Glaphyra.|0
APRIL 26|Our righteous Mother Justa.|0
APRIL 26|Our righteous Father Nestor.|0
APRIL 26|Our righteous Fathers Andrew and Anatolius, disciples of Saint Euthymius the Great.|0
APRIL 26|Saint Clarence, Bishop of Vienne in Gaul.|0
APRIL 26|Our Father among the Saints Stephen, First Bishop and Enlightener of Perm.|0
APRIL 27|The Holy Hieromartyr Symeon, Bishop of Jerusalem and Kinsman of the Lord.|1
APRIL 27|Our righteous Father John the Confessor, Abbot of the Monastery of the Chaste.|0
APRIL 27|The Holy Martyr Publius.|0
APRIL 27|Saint Eulogius the Hospitable of Egypt.|0
APRIL 27|The Holy Martyr Lollion the Younger.|0
APRIL 27|Our righteous Father Stephen, Abbot of the Kiev Caves, who also became Bishop of Vladimir.|0
APRIL 28|The Holy Nine Martyrs of Cyzicus: Theognis, Rufus, Antipater, Theostichus, Artemas, Magnus, Theodotus, Thaumasius, and Philemon.|1
APRIL 28|Our righteous Father Memnon the Wonderworker.|0
APRIL 28|Our righteous Father Auxibius.|0
APRIL 28|The Holy Martyrs Vitalis and Valeria of Milan.|0
APRIL 28|Our righteous Father Cronan, Abbot of Roscrea in Ireland.|0
APRIL 28|Our Father among the Saints Cyril, Bishop of Turov.|0
APRIL 28|Our righteous Father Cyriacus of Kargopol.|0
APRIL 29|The Holy Apostles of the Seventy, Jason and Sosipater.|1
APRIL 29|The Holy Seven Martyred Thieves of Corfu: Saturninus, Jakischolus, Faustinianus, Januarius, Marsalius, Euphrasius, and Mamminus; and Saints Cercyra, Christodulus the Ethiopian, and Zeno, Vitalius, Eusebius, and Neon; who believed in Christ through Saints Jason and Sosipater.|0
APRIL 29|The Holy Martyrs Agapius and Secundinus the Bishops, Tertulla and Antonia the Virgins, and Emilian the Soldier, of Cirta in Numidia.|0
APRIL 29|The Holy Martyrs Quintian and Atticus.|0
APRIL 29|Saint John the New Almsgiver, Metropolitan of Thebes.|0
APRIL 29|Our Father among the Saints Basil of Ostrog, Metropolitan of Zakhum in Serbia.|0
APRIL 29|The Holy Martyr John of Romania.|0
APRIL 29|Our righteous Father Nectarius of Optina.|0
APRIL 30|The Holy and glorious Apostle James, brother of Saint John the Theologian.|1
APRIL 30|Our righteous Father Clement, Composer of the Canons of Matins.|0
APRIL 30|The Holy Martyr Maximus.|0
APRIL 30|The Holy Hieromartyr Basileus, Bishop of Amasia, the finding of whose Holy relics we commemorate.|0
APRIL 30|Our Father among the Saints Donatus, Bishop of Euroia.|0
APRIL 30|The Holy New Martyr Argyrie ofPrusa.|0
APRIL 30|The Holy Hieromartyrs Marian us the Reader and James the Deacon at Lambesa in Numidia.|0
APRIL 30|Saint Erconwald, Bishop of London.|0
APRIL 30|The Holy Martyrs Amator the Priest, Peter the Monk, and Ludovicus of Cordova.|0
APRIL 30|Our Father among the Saints Nicetas, Bishop of Novgored, the recovery of whose Holy relics we commemorate.|0
APRIL 30|Saint Sabbas of Zvenigorod, the translation of whose Holy relics we commemorate.|0
APRIL 30|The Holy New Martyr James, Priest ofPlotava, his godly wife, and their son Alexis.|0
MAY 1|The Holy Prophet Jeremias.|1
MAY 1|The Holy Hieromartyr Batas of Persia, who was beheaded at Nisibis.|0
MAY 1|The Holy Martyr Philosoph us of Alexandria.|0
MAY 1|Our righteous Mother Isidora, the Fool for Christ's sake of Egypt.|0
MAY 1|The Holy Three New Righteous Martyrs Euthymius, Ignatius, and Acacius of the Holy Mountain, Athos, whose Synaxis we celebrate.|0
MAY 1|The Holy Martyr Sabbas.|0
MAY 1|Our Father among the Saints Panaretus, Archbishop of Paphos in Cyprus.|0
MAY 1|Our righteous and God-bearing Father Nicephorus of Chios.|0
MAY 1|The Holy New Martyr Mary of Crete.|0
MAY 1|Our Father among the Saints Amator, Bishop of Auxerre.|0
MAY 1|Our righteous Father Brioc, Founder of the Monastery of Saint Brieuc in Brittany.|0
MAY 1|Our Father among the Saints Asaph, Bishop of Uanelwy in Wales.|0
MAY 1|The blessed Tamara, Queen of Georgia.|0
MAY 1|Our righteous and God-bearing Father Paphnutius, Wonderworker of Borovsk.|0
MAY 1|The Holy Hieromartyr Macari us, Metropolitan of Kiev.|0
MAY 1|Our righteous Father Gerasimus of Boldin.|0
MAY 2|Our Father among the Saints Athanasius the Great, Patriarch of Alexandria, the recovery of whose Holy relics we commemorate.|1
MAY 2|The Holy Martyrs Hesperus and Zoe of Rome and their children Cyriacus and Theodulus.|0
MAY 2|Our righteous Father Jordan the Wonderworker.|0
MAY 2|The Holy Hieromartyrs Vindemialis and Longinus, Bishops in Africa.|0
MAY 2|The blessed Michael, King of Bulgaria, the Equal to the Apostles.|0
MAY 2|The Holy Passion-bearers Boris and Gleb, who in Holy Baptism were renamed Romanus and David, the recovery of whose sacred relics we commemorate.|0
MAY 2|Our Father among the Saints Athanasius Patelarius of Luben, the Wonderworker, former Patriarch of Constantinople.|0
MAY 3|The Holy Martyrs Timothy and Maura of Egypt.|1
MAY 3|The Holy Martyrs Diodore and Rodopianus the Deacon of Aphrodisia in Asia Minor.|0
MAY 3|Our righteous Father Peter the Wonderworker, Bishop of Argos.|0
MAY 3|The Holy 27 Martyrs who were burnt alive.|0
MAY 3|The glorious Great Martyr Xenia the Wonderworker of Kalamae in the Peloponnesus.|0
MAY 3|Our Father among the Saints Ecumenius the Wonderworker, Bishop of Tricca.|0
MAY 3|Our righteous and God-bearing Father Luke of Mount Stirion in Greece, the recovery of whose Holy relics we commemorate.|0
MAY 3|The Holy New Martyr Ahmet the Calligrapher of Constantinople.|0
MAY 3|Our Father among the Saints Mamas, Catholicos of Georgia.|0
MAY 3|Our righteous Fathers Michael and Arsenius of Georgia.|0
MAY 3|Our righteous Father Theodosius, Abbot of the Caves Monastery in Kiev and founder of the cenobitic life in Russia.|0
MAY 4|The Holy Martyr Pelagia of Tarsus.|1
MAY 4|Our righteous Father Hilarion the Wonderworker.|0
MAY 4|Our righteous Father Nicephorus, Abbot of the Monastery of Medicium.|0
MAY 4|Our righteous Father Nicephorus of Mount Athos.|0
MAY 4|Our righteous Father Athanasius, Bishop of Corinth.|0
MAY 4|Saint Lazarus, the Friend of Christ, and the Holy Myrrhbearer Mary Magdalene, the recovery of whose Holy relics we commemorate.|0
MAY 4|The Holy Fathers Aphrodisius, Leontius, Anthony, Meles, Valerian, Macrobius, and a multitude martyred with them in Scythopolis.|0
MAY 4|Saint Venerius, Bishop of Milan.|0
MAY 4|The righteous Alphanov brethren of Novgorod: Niceras, Cyril, Nicephorus, Clement, and Isaac.|0
MAY 5|The Holy Great Martyr Irene.|1
MAY 5|The Holy Martyrs Neophytus, Gaius, and Gaianus.|0
MAY 5|Our Father among the Saints Euthymius the Wonderworker, Bishop of Madytus.|0
MAY 5|Our Father among the Saints Hilary, Archbishop of Aries.|0
MAY 5|Our righteous Father Michaias, disciple of Saint Sergius of Radonezh.|0
MAY 5|Our righteous Father James of Zhelezny Borak, the recovery of whose Holy relics we commemorate.|0
MAY 5|Our righteous Father Adrian of Monza.|0
MAY 6|The Holy, just, and much-suffering Prophet Job.|1
MAY 6|Our righteous Fathers Mamas, Pachomius, and Hilarion.|0
MAY 6|The Holy Martyr Demetrion.|0
MAY 6|The Holy Martyrs Danax, Mesirus, and Therinus.|0
MAY 6|The Holy Martyr Donatus.|0
MAY 6|The Holy Martyr Barbarus.|0
MAY 6|Our righteous and God-bearing Father Seraphim of Mount Domvu in Levadia.|0
MAY 6|Our righteous Father Job the Wonderworker, Abbot of the Monastery of Pochaev.|0
MAY 6|The Sinaite Fathers of Serbia: Job, Martyrius, Nestor, Romanus, Romulus of Vi din, Sisoes, and Zosimas Tumansky, whose Synaxis we celebrate.|0
MAY 6|Saint Pachomius of Nerekhta, the translation of whose Holy relics we commemorate.|0
MAY 7|Our Most Holy Lady the Theotokos and Ever-virgin Mary, the Synaxis of whose Zhirovitsy Icon we celebrate.|1
MAY 7|The honoured and life-giving Cross, whose appearance over the city of Jerusalem in the year 351 we commemorate.|0
MAY 7|The Holy Martyr Acacius of Cappadocia.|0
MAY 7|The Holy Martyrs Quadratus of Nicomedia, and those with him, among whom were Rufinus and Saturninus.|0
MAY 7|Our righteous Father John Psychaltes, the Confessor.|0
MAY 7|The Holy Martyr Maximus.|0
MAY 7|Our righteous and God-bearing Father Nilus the New, the Myrrh-streamer of Mount Athos, the recovery of whose Holy relics we commemorate.|0
MAY 7|The Holy New Righteous Martyr Pachomius the Russian at Usaki in Philadelphia.|0
MAY 7|The 13 Syrian Fathers in Georgia:|0
MAY 7|Our righteous Father John of Zedazeni, and his disciples Habib, Bishop of Nekresi; Anthony, David of Garedja, Zeno, and Thaddaeus;Jesse, Bishop of Tsilkani; Joseph, Bishop of Alaverdi; Isidore; Michael, Pyrrhus, Stephen, and Shio.|0
MAY 7|Our Father among the Saints John of Beverly, Bishop of York.|0
MAY 7|Our righteous Fad1er Nilus of Sora.|0
MAY 8|Our Most Holy Lady the Theotokos and Ever-virgin Mary, whose supernatural wonder wrought through her Holy Icon of Cassiopeia on the unjustly blinded Stephen, whereby he was granted new eyes, we celebrate.|1
MAY 8|The Holy and glorious Apostle and Evangelist John the Theologian, the Virgin and Beloved Bosom Friend of Christ, of whom we celebrate the Synaxis of the Holy Dust, that is, the Manna, that issued from his grave.|0
MAY 8|Our righteous Father Arsenius the Great.|0
MAY 8|Our righteous Father Meles the Hymnographer.|0
MAY 8|A whole regiment of soldiers who were beheaded.|0
MAY 8|The Holy Martyr Victor Maurus of Milan.|0
MAY 8|Our righteous Father Arsenius the Lover of Labour of the Kiev Caves.|0
MAY 8|Our righteous Father Arsenius of Novgorod.|0
MAY 8|The Holy New Hieromartyr Arsenius, Metropolitan of Novgorod.|0
MAY 9|The Holy and glorious Prophet Esaias.|1
MAY 9|The Holy Martyr Christopher, and Saints Callinica and Aquilina, who believed in Christ through him.|0
MAY 9|The Holy Martyrs Epimachus and Gordian of Rome.|0
MAY 9|The Holy Righteous Martyr Nicholas the New of Bounene in Thessaly.|0
MAY 9|Our righteous Father Shio of Mghvime in Georgia, disciple of Saint John of Zedazeni.|0
MAY 9|The Holy Child-Martyr Gabriel of Slutsk, the recovery of whose Holy relics we commemorate.|0
MAY 9|Our righteous Father Joseph of Optina.|0
MAY 10|The Holy Apostle Simon the Zealot.|1
MAY 10|The Holy Martyrs Alphaeus, Philadelphus, and Cyprinus in Sicily.|0
MAY 10|Our righteous Father Hesychius the Confessor of Galatia.|0
MAY 10|Our righteous Father Laurence.|0
MAY 10|Our righteous Father Comgall, Abbot of Bangor in Ireland.|0
MAY 10|Our righteous Father Simon the Wonderworker of the Kiev Caves, Bishop of Suzdal and Vladimir.|0
MAY 10|The blessed Simon of Yurievets, the Fool for Christs sake.|0
MAY 10|The Holy Virgin Martyr Basil of Niangazeya.|0
MAY 10|A multitude of Holy New Righteous Martyrs of the Saint Simon the Zealot Monastery, also known as New Athos, in Georgia.|0
MAY 11|The Holy Hieromartyr Mocius of Amphipolis.|1
MAY 11|Our Fathers among the Saints Cyril and Methodius of Thessalonica, the Equals to the Apostles and Enlighteners of the Slavs.|0
MAY 11|The Holy Martyr Dioscorus of Smyrna.|0
MAY 11|The Holy New Martyr Argyrus of Thessalonica.|0
MAY 11|Our Father among the Saints Mamertus, Bishop of Vienne in Gaul.|0
MAY 11|The Holy Martyrs Mar Bassus of Persia, Susanna his sister, and Mar Stephen and Mar Longinus their teachers.|0
MAY 11|The Holy Righteous Martyr Olympias ofKaryes in Mytilene, the Newly Revealed.|0
MAY 11|Our Father among the Saints Nicodemus, Archbishop of Pech in Serbia.|0
MAY 11|Our righteous Father Sophronius the Recluse of the Kiev Caves.|0
MAY 11|The Holy Hieromartyr Joseph, Metropolitan of Astrakhan.|0
MAY 12|Our Fathers among the Saints Epiphanius, Bishop of Constantia in Cyprus and German us, Archbishop of Constantinople.|1
MAY 12|Our righteous Father Theodore of Cythera.|0
MAY 12|The Holy New Martyr John of Wallachia.|0
MAY 12|The Holy Martyrs Nereus and Achilleus of Rome.|0
MAY 12|Our righteous Father Polybius, Bishop of Cyprus.|0
MAY 12|Our righteous Mother Rictrude, Abbess in Flanders.|0
MAY 12|The Holy Hieromartyr Hermogenes, Patriarch of Moscow and all Russia.|0
MAY 12|Our righteous Father Dionysius, Archimandrite of the Holy Trinity- Saint Sergius Lavra.|0
MAY 13|The Holy Martyr Glyceria of Trajanopolis.|1
MAY 13|Our righteous Father Sergius the Confessor, father of Saint Photius the Great.|0
MAY 13|Our righteous Father Pausicacus, Bishop of Synnada.|0
MAY 13|The Holy Martyr Laodicius the prison-guard.|0
MAY 13|The Holy Hieromartyr Alexander, Bishop of Tiberiani.|0
MAY 13|Our righteous Father Euthymius the New, Founder of the Iveron Monastery; John the Iberian, his father; and George their kinsman.|0
MAY 13|Our righteous Father Gabriel the Iberian, who heard the divine voice of the Holy Mother of God, and took from the sea her wonderworking Icon of the Portal.|0
MAY 13|The Righteous Martyrs of Iveron Monastery that censured the Latin-minded Emperor Michael Paleologus and the Patriarch John Beccus.|0
MAY 13|Our righteous Father Nicephorus, Presbyter of the Monastery of Ephapsis.|0
MAY 13|Our Father among the Saints Servatius, Bishop of Tongres in the Netherlands.|0
MAY 13|Our righteous Father Macarius of Glushitsa.|0
MAY 13|Saint Glyceria the Virgin, of N ovgorod.|0
MAY 13|The Holy Righteous Martyr Macarius of Kanev, Archimandrite of Ovruch.|0
MAY 14|The Holy Martyr Isidore of Chios.|1
MAY 14|The Holy HieromartyrTherapon, Bishop of Cyprus.|0
MAY 14|The Holy Martyr Alexander of Centumcellae.|0
MAY 14|The Holy Martyrs Alexander, Barbarus, and Acoluthus.|0
MAY 14|Our Father among the Saints Leontius, Patriarch of Jerusalem.|0
MAY 14|The Holy New Martyr Mark of Crete, who was beheaded in Smyrna.|0
MAY 14|The Holy New Martyr John of Bulgaria.|0
MAY 14|The Holy Virgin Martyrs Justa, Jus tina, and Henendina of Sardinia.|0
MAY 14|Our Father among the Saints Nicetas the Recluse of the Kiev Caves, who became the Bishop of Novgorod.|0
MAY 14|Saint Isidore of Rostov, the Fool for Christ's sake and Wonderworker.|0
MAY 14|The Holy Martyrs Anthony the Abbot, with 40 monks and 1000 laymen, and the Righteous Martyr Daniel, with 30 monks and 200 laymen, who were martyred in Russia by the Latins.|0
MAY 14|Our Father among the Saints Tikhon of Zadonsk, Bishop of Voronezh, the recovery of whose Holy relics we commemorate.|0
MAY 14|The Holy New Hieromartyr Isidore, Bishop of Mikhailov.|0
MAY 15|Our righteous Father Pachomius the Great of Egypt.|1
MAY 15|Our righteous Father Achillius, Metropolitan of Larissa.|0
MAY 15|Our righteous Father Barbarus the Myrrh-streamer.|0
MAY 15|Our righteous Father Andrew the Hermit and Wonderworker.|0
MAY 15|Saint Reticius, Bishop of Autun in Gaul.|0
MAY 15|Our Father among the Saints Esaias the Wonderworker, Bishop of Rostov.|0
MAY 15|Our righteous Father Esaias the Wonderworker of the Kiev Caves.|0
MAY 15|Our righteous Fathers Euphrosynus of Pskov and his disciple Serapion.|0
MAY 15|Our righteous Fathers Silvan and Pachomius of Nerekhta.|0
MAY 15|The Holy Crown Prince Demetrius of Moscow and all Russia, the Wonderworker.|0
MAY 15|The Holy New Hieromartyrs Pachomius, Archbishop of Chernigov, and his brother, Abercius, Archbishop of Zhitomir; their father, the Priest Nicholas; and their brother-in-law, the Priest Vladimir.|0
MAY 16|Our righteous Father Theodore the Sanctified, disciple of Saint Pachomius the Great.|1
MAY 16|Our Father among the Saints Alexander, Archbishop of Jerusalem.|0
MAY 16|The Holy Martyrs Abdas and Abdiesus the Bishops, and the 38 with them in Persia: 16 presbyters, 9 deacons, 6 monks, and 7 virgins.|0
MAY 16|The Holy Martyrs Isaacius, Symeon, and Bachthisoes of Persia.|0
MAY 16|The Holy Fathers of the Monastery of Saint Sabbas slain by the Bedouins.|0
MAY 16|The Holy Martyr Papylinus.|0
MAY 16|The Holy Martyr Peter of Blachernae.|0
MAY 16|Saint Nicholas, Patriarch of Constantinople.|0
MAY 16|Saint Euphemia the Great Martyr, at the Church of the Holy Power near the shipyard harbour.|0
MAY 16|The Holy New Martyr Nicholas of Metzovon.|0
MAY 16|The Holy Hieromartyr Peregrinus, First Bishop of Auxerre.|0
MAY 16|Saint Brendan the Voyager, Abbot of Clonfert.|0
MAY 16|Our righteous Fathers Cassian and Laurence of Komel.|0
MAY 16|Our righteous Father Ephraim of Perekop, the Wonderworker, the recovery of whose Holy relics we commemorate.|0
MAY 17|The Holy Apostles Andronicus and Junia.|1
MAY 17|The Holy Martyrs Solochon, Pamphamer, and Pamphylon of Egypt.|0
MAY 17|Our righteous Fathers Nectarius and Theophanes, the brethren, Founders of the Monastery of Barlaam on Meteora.|0
MAY 17|Our Father among the Saints Athanasius the New, the Wonderworker, Bishop of Christianopolis.|0
MAY 17|Our righteous Mother Euphrosyne, Great Princess of Moscow.|0
MAY 17|Our righteous Father Adrian Ondrusovsky, the recovery of whose Holy relics we commemorate.|0
MAY 17|The Holy New Hieromartyrs Andronicus of Nikolaevsk, Michael of Peschanozerskoe, and Emilian of Muraviev, the Priests.|0
MAY 18|The Holy Martyrs Peter, Dionysius, Christina the Virgin, Andrew, Paul, Benedimus, Paulin us, and Heraclius.|1
MAY 18|The Holy Martyrs Theodotus and Tecusa, and the Holy seven virgins of Ancyra: Alexandria, Claudia, Phaeina, Euphrasia, Matrona, Julia, and Theodota.|0
MAY 18|The Holy Martyr Euphrasia.|0
MAY 18|Our Father among the Saints Stephen the New, Patriarch of Constantinople.|0
MAY 18|The Holy Martyr Julian.|0
MAY 18|The Holy Hieromartyr Theodore, Pope of Rome.|0
MAY 18|Saint Anastasso of Leucadius.|0
MAY 18|Our righteous Father Martinian in the district of Areahindus.|0
MAY 18|The Holy Martyrs David and Taritchan of Georgia.|0
MAY 18|The Holy New Hieromartyr Theodore, Priest of Oren-burg.|0
MAY 19|The Holy Hieromartyrs Patrick, Bishop of Prusa, and Acacius, Menander, and Polyaenus, the Presbyters.|1
MAY 19|Our righteous Father Memnon the Wonderworker.|0
MAY 19|The Holy Martyr Acoluthus of Egypt.|0
MAY 19|The Holy Martyr Kyriake of Nicomedia.|0
MAY 19|The Holy Martyr Theotima of Nicomedia.|0
MAY 19|Our Father among the Saints Dunstan, Archbishop of Canterbury.|0
MAY 19|The Holy 13 Righteous Martyrs of Cantara in Cyprus:John, Conon, Jeremias, Mark, Cyril, Theoctistus, Barnabas, the two brethren Maxim us and Theognostus, Joseph, Gennadius, Gerasimus, and Germanus.|0
MAY 19|Our righteous Father Cornelius of Paleostrov.|0
MAY 19|Saint John, Prince of Uglich, who in the Holy schema was renamed Ignatius, Monk.|0
MAY 19|Our righteous Father Cornelius of Komel.|0
MAY 19|Our righteous Father Sergius of Shukhtov.|0
MAY 20|The Holy Martyrs Thalleleus of Phoenicia, and Alexander and Asterius, who believed in Christ through him.|1
MAY 20|The Holy Martyr Asclas of Egypt.|0
MAY 20|Our righteous and God-bearing Fathers Nicetas, John, and Joseph, Founders of the sacred and royal New Monastery (that is, Nea Moni) on Chios.|0
MAY 20|Our righteous Father Thalassius of Libya.|0
MAY 20|Our righteous Father Mark the Hermit.|0
MAY 20|Saint Lydia of Philippi.|0
MAY 20|The Holy Martyr Baudelius of Nimes in Gaul.|0
MAY 20|Saint Dovmont, Prince of Pskov, who in Holy Baptism was renamed Timothy.|0
MAY 20|Our Father among the Saints Alexis the Wonderworker, Metropolitan of Moscow and all Russia, the finding of whose Holy relics we commemorate.|0
MAY 20|Our righteous Father Dodo, disciple of Saint David of Georgia.|0
MAY 20|Our righteous Father Stephen of Pi peri in Serbia.|0
